CIK,CompanyName,Assets,Liabilies,PretaxIncome_Dom,PretaxIncome_For,PropertyPlantEquip,Tax_For,Tax_Total,Category
1318568,EVERI HOLDINGS INC,1548.261,1657.156,1.227,1.419,116.288,0.456,-9.71,Manufacturing
1322439,EAGLE BULK SHIPPING INC,846.209,366.603,NA,NA,685.678,0,0,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1320461,COOPER-STANDARD HOLDINGS INC,2623.103,1763.601,103.228,-28.322,984.241,20.717,-29.683,Manufacturing
1315255,GTT COMMUNICATIONS INC,4537.6,4122.9,-243.6,-5.3,1870.4,1.4,-5.5,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1031316,FRANKLIN STREET PROPERTIES,1898.102,1060.468,NA,NA,0.197,NA,0.36,"Finance, Insurance, And Real Estate"
1324272,RUTHS HOSPITALITY GROUP INC,254.613,164.481,NA,NA,125.991,0.333,8.247,Retail Trade
1212545,WESTERN ALLIANCE BANCORP,23109.486,20495.752,NA,NA,119.474,NA,74.54,"Finance, Insurance, And Real Estate"
1620459,JAMES RIVER GROUP HLDGS LTD,3136.776,2427.535,33.338,37.5,23.311,12.867,7.008,"Finance, Insurance, And Real Estate"
1326200,GENCO SHIPPING & TRADING,1627.47,574.163,NA,NA,1347.16,0,0,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1323468,GLOBAL PARTNERS LP,2424.291,1925.097,NA,NA,1132.632,0.004,5.623,Wholesale Trade
1324404,CF INDUSTRIES HOLDINGS INC,12661,6930,516,31,8623,14,119,Manufacturing
1175151,CYTOSORBENTS CORP,32.747,15.812,-14.106,-3.725,1.73,0,-0.62,Manufacturing
1273441,GRAN TIERRA ENERGY INC,1676.584,646.834,-14.61,166.097,1312.777,43.903,48.871,Mining
1262976,CIMPRESS NV,1652.217,1472.119,9.183,57.183,483.664,NA,19.578,Services
1317945,OMEGA FLEX INC,86.836,20.515,23.605,3.123,8.378,0.575,6.451,Manufacturing
1222840,RETAIL PPTYS OF AMERICA INC,3647.47,1900.461,NA,NA,NA,0,0,"Finance, Insurance, And Real Estate"
1106838,CHANTICLEER HOLDINGS INC,29.793,20.861,-6.55,-1.35,10.468,0.002,-0.701,Retail Trade
1437107,DISCOVERY INC,32550,22033,1125,-103,800,119,341,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1530804,TRONOX LTD,4642,3780,-86,129,1800,23,13,Manufacturing
1594012,INVESTORS BANCORP INC,26229.008,23223.678,NA,NA,177.432,NA,67.842,"Finance, Insurance, And Real Estate"
1569994,WATERSTONE FINANCIAL INC,1915.381,1515.702,NA,NA,24.524,NA,9.526,"Finance, Insurance, And Real Estate"
1159167,IROBOT CORP,766.961,231.639,113.078,-4.456,57.026,10.732,20.63,Manufacturing
1618756,RESTAURANT BRANDS INTL INC,20141,16523,1111,271,1996,97,238,Retail Trade
712034,ACCO BRANDS CORP,2786.4,1996.7,37,120.9,263.7,25.8,51.2,Manufacturing
1276531,SCIENTIFIC ENERGY INC,0.182,1.601,NA,NA,0.001,0,0,Services
1324948,RBC BEARINGS INC,1147.367,178.801,115.747,10.343,207.895,4.693,20.897,Manufacturing
1281774,TOWN SPORTS INTL HOLDINGS,261.454,334.151,NA,NA,157.677,0.019,-0.357,Services
1332349,BROOKDALE SENIOR LIVING INC,6467.26,5448.847,NA,NA,5275.427,0,-49.456,Services
1334978,CLEAR CHANNEL OUTDOOR HLDGS,4522.028,6623.68,-158.965,-11.365,1288.938,17.566,32.515,Services
1334036,CROCS INC,468.901,318.593,10.088,55.069,22.211,12.359,14.72,Manufacturing
1336917,UNDER ARMOUR INC,4245.022,2228.151,-121.396,53.608,826.868,34.975,-20.552,Manufacturing
1336920,LEIDOS HOLDINGS INC,8770,5459,NA,NA,237,NA,28,Services
1347652,CORENERGY INFRASTRUCTURE TR,624.883,169.871,NA,NA,109.882,0,-2.419,"Finance, Insurance, And Real Estate"
1331875,FIDELITY NATL FINL FNF GROUP,9301,4329,NA,NA,164,NA,120,"Finance, Insurance, And Real Estate"
1521951,FIRST BUSINESS FINL SRV INC,1966.457,1785.75,NA,NA,3.284,NA,1.351,"Finance, Insurance, And Real Estate"
1338065,DCP MIDSTREAM LP,14266,6969,NA,NA,9135,0,3,Mining
1346980,CHAPARRAL ENERGY INC,1340.669,455.982,NA,NA,1203.614,0,-0.077,Mining
1276187,ENERGY TRANSFER LP,88246,56897,NA,NA,66963,0,4,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1514226,DELTA TUCKER HOLDINGS INC,718.299,824.599,96.036,7.243,22.058,16.526,17.668,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1339947,VIACOM INC,23783,16072,1351,646,919,134,269,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1311538,CASTLE BRANDS INC,84.981,65.631,-0.286,-0.315,0.725,0,-9.446,Manufacturing
1335258,LIVE NATION ENTERTAINMENT,8496.886,6824.788,43.5,87.605,946.593,40.239,40.765,Services
1340122,CALUMET SPECIALTY PRODS  -LP,2087.5,2021.8,NA,NA,1098.1,NA,0.7,Manufacturing
1339605,H&E EQUIPMENT SERVICES INC,1727.181,1470.378,NA,NA,1256.619,0,28.04,Wholesale Trade
1058090,CHIPOTLE MEXICAN GRILL INC,2265.518,NA,NA,NA,1379.254,0.637,91.883,Retail Trade
1136893,FIDELITY NATIONAL INFO SVCS,23770,13548,744,360,587,105,208,Services
1009891,AIR INDUSTRIES GROUP INC,47.756,36.15,NA,NA,8.777,0,0.003,Manufacturing
1235468,LIQUIDITY SERVICES INC,201.832,72.178,NA,NA,16.61,0.795,-9.328,Retail Trade
1321646,KRATON CORP,2894.704,2147.105,10.605,63.49,941.476,7.903,3.574,Manufacturing
1345126,COMPASS DIVERSIFIED HOLDINGS,2372.335,1452.993,-4.118,7.618,226.817,4.835,6.548,Manufacturing
1735828,LEGACY RESERVES INC,1474.931,1667.562,46.801,0,1316.769,0,2.968,Mining
1314052,ANAVEX LIFE SCIENCES CORP,24.376,3.884,NA,NA,0,NA,0.072,Manufacturing
1350593,MUELLER WATER PRODUCTS INC,1291.9,727.1,97.3,-1.6,150.9,0.6,-9.9,Manufacturing
1350653,ALPHATEC HOLDINGS INC,129.477,88.3,-30.169,0,13.235,0.004,-1.361,Manufacturing
1272830,VONAGE HOLDINGS CORP,1259.488,723.72,31.205,5.32,49.262,3.023,0.797,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1694426,DELEK US HOLDINGS INC,5760.6,3952.5,NA,NA,2194.9,NA,101.9,Manufacturing
1648428,SEQUENTIAL BRANDS GROUP INC,1078.668,734.024,NA,NA,8.971,0.084,-0.694,"Finance, Insurance, And Real Estate"
1390162,HOWARD BANCORP INC,2266.514,1971.831,NA,NA,45.137,NA,-0.897,"Finance, Insurance, And Real Estate"
711665,FC GLOBAL REALTY INC,4.804,4.816,-1.739,-0.175,2.05,0,0,"Finance, Insurance, And Real Estate"
1212458,PROOFPOINT INC,1233.018,720.484,-126.128,9.147,70.627,1.768,-13.232,Services
1537054,GOGO INC,1265.096,1533.857,-128.361,-36.963,511.867,0.061,-3.293,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1349929,CANCER GENETICS INC,35.406,28.604,NA,NA,4.056,0,0,Services
1523854,WEST END INDIANA BANCSHARES,300.151,269.99,NA,NA,8.898,NA,0.32,"Finance, Insurance, And Real Estate"
1530950,POST HOLDINGS INC,13057.5,9997,288.7,-24.3,1709.7,20,-204,Manufacturing
1353283,SPLUNK INC,4500.243,2979.786,-289.896,26.705,158.276,8.496,12.386,Services
1533924,MIDSTATES PETROLEUM CO INC,605.495,63.818,NA,NA,553.469,0,0,Mining
1540729,FORESIGHT ENERGY LP,2388.173,1791.458,NA,NA,2148.569,0,0,Mining
1451512,TERRA TECH CORP,120.088,25.214,NA,NA,34.139,0,0,Manufacturing
1497253,ORGANOVO HOLDINGS INC,40.623,4.325,NA,NA,1.832,NA,0.003,Manufacturing
1540947,EQT MIDSTREAM PARTNERS LP,9456.121,4642.822,NA,NA,5806.628,NA,0,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1539838,DIAMONDBACK ENERGY INC,21595.687,7429.425,NA,NA,20371.975,0,168.362,Mining
1081745,INTELLINETICS INC,1.406,5.937,NA,NA,0.009,0,0,Services
1534675,TECNOGLASS INC,489.774,356.546,NA,NA,149.199,0.639,5.976,Manufacturing
1509892,GARRISON CAPITAL INC,503.966,335.054,NA,NA,0,0,0,"Finance, Insurance, And Real Estate"
1534701,PHILLIPS 66,54302,27149,5716,1729,22018,326,1572,Manufacturing
1401667,PUMA BIOTECHNOLOGY INC,259.122,224.816,NA,NA,3.963,0,0,Manufacturing
1550695,PERFORMANT FINANCIAL CORP,137.759,60.533,NA,NA,22.255,0,1.542,Services
1396633,SUMMER ENERGY HOLDINGS INC,44.397,36.155,NA,NA,0.082,NA,0.096,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1237831,GLOBUS MEDICAL INC,1300.67,115.154,180.701,7.904,171.873,2.724,32.131,Manufacturing
1373715,SERVICENOW INC,3879.14,2767.941,-153.29,114.266,347.216,22.204,-12.32,Services
1370755,BLACKROCK TCP CAPITAL,1659.536,829.061,NA,NA,0,0,0,"Finance, Insurance, And Real Estate"
1546417,BLOOMIN' BRANDS INC,2464.774,2409.957,109.965,-9.66,1115.929,2.405,-9.233,Retail Trade
1401257,FORUM ENERGY TECH INC,1829.652,799.526,-285.141,-104.613,177.358,4.81,-15.674,Manufacturing
1327567,PALO ALTO NETWORKS INC,5823,4834.7,-192.1,61.9,273.1,23.3,17.7,Services
1543418,TRILOGY METALS INC,54.659,22.457,NA,NA,30.912,0,0,Mining
1547638,SOUTHCROSS ENERGY PRTNRS LP,610.452,614.26,NA,NA,427.021,NA,0.001,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1512927,CHINA UNITED INSURANCE SVC,68.882,29.939,NA,NA,1.196,2.547,3.61,"Finance, Insurance, And Real Estate"
1398987,REALOGY HOLDINGS CORP,7290,4975,204,1,304,2,65,"Finance, Insurance, And Real Estate"
1354327,PGT INNOVATIONS INC,862.153,476.609,NA,NA,115.707,0,11.272,Manufacturing
1169561,COMMVAULT SYSTEMS INC,822.453,431.15,-1.762,12.189,122.716,8.371,6.866,Services
1356949,HOUSTON WIRE & CABLE CO,203.057,102.379,NA,NA,11.456,0,2.355,Wholesale Trade
1355096,QURATE RETAIL INC,17841,12097,683,200,1322,84,60,Retail Trade
1282648,HALCON RESOURCES CORP,2083.609,886.565,NA,NA,1924.339,0,95.791,Mining
1357204,DUNKIN' BRANDS GROUP INC,3456.581,4169.378,266.08,23.121,209.202,3.93,59.295,Retail Trade
1320414,SELECT MEDICAL HOLDINGS CORP,5964.265,4267.537,NA,NA,979.81,0,58.61,Services
1357971,ENERGY SERVICES OF AMERICA,54.681,31.4,NA,NA,16.816,0,0.91,Construction
1357615,KBR INC,5072,3334,44,354,121,58,88,Construction
1490630,RHINO RESOURCE PARTNERS LP,248.618,112.183,NA,NA,173.859,0,0,Mining
1487052,LEGACY TEX FINANCIAL GRP INC,9051.142,7956.775,NA,NA,73.073,NA,20.633,"Finance, Insurance, And Real Estate"
1323648,COMMUNITY BANKERS TRUST CORP,1393.15,1255.689,NA,NA,31.488,NA,3.085,"Finance, Insurance, And Real Estate"
1282266,WINDSTREAM HOLDINGS INC,10257.9,12177.2,NA,NA,4920.9,0,449.1,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1350381,INNERWORKINGS INC,622.676,NA,-45.032,-31.6,82.933,4.581,-0.461,Services
1364099,INNOPHOS HOLDINGS INC,815.154,479.639,17.94,25.292,240.235,10.223,7.161,Manufacturing
1362004,ICF INTERNATIONAL INC,1213.862,553.445,74.479,8.348,48.105,2.418,21.427,Services
1360886,OSIRIS THERAPEUTICS INC,101.502,22.974,NA,NA,2.882,0,-26.005,Manufacturing
1361658,WYNDHAM DESTINATIONS INC,7158,7727,258,138,712,38,130,"Finance, Insurance, And Real Estate"
1360901,EVERCORE INC,2125.667,1117.728,449.171,36.589,81.069,7.36,108.52,"Finance, Insurance, And Real Estate"
1361983,ORBCOMM INC,586.459,328.601,-33.786,12.505,160.07,6.137,4.658,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1361937,HARVEST OIL & GAS CORP,534.494,260.876,NA,NA,405.688,NA,0.244,Mining
1362468,ALLEGIANT TRAVEL CO,2498.668,1808.347,195.843,3.475,1847.268,1.086,37.516,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1178879,AMICUS THERAPEUTICS INC,789.951,447.039,-309.183,-39.906,11.375,-0.1,-0.094,Manufacturing
1287808,HILL INTERNATIONAL INC,264.769,170.324,-20.026,-6.247,10.787,5.938,4.239,Services
1362988,AIRCASTLE LTD,7871.181,5862.5,8.104,253.543,6935.585,3.828,5.642,Services
1365135,WESTERN UNION CO,8996.8,9306.6,-11.4,1002.8,270.4,85.4,139.5,"Finance, Insurance, And Real Estate"
1362705,SANCHEZ MIDSTREAM PARTNRS LP,486.685,201.448,NA,NA,198.334,0,0.19,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1364250,DOUGLAS EMMETT INC,8261.709,4413.279,NA,NA,1.101,0,0,"Finance, Insurance, And Real Estate"
1359841,HANESBRANDS INC,7255.958,6285.675,-60.806,707.687,607.688,7.269,93.797,Manufacturing
1274494,FIRST SOLAR INC,7121.362,1908.959,-49.353,162.5,2064.851,8.788,3.441,Manufacturing
1353406,INDEPENDENCE ENERGY CORP,2.215,2.106,NA,NA,0.699,0,0,Wholesale Trade
1121702,YIELD10 BIOSCIENCE INC,8.194,2.481,-12.273,3.103,1.385,0,0,Manufacturing
1366868,GLOBALSTAR INC,1045.482,686.537,28.699,-35.09,882.695,0.095,0.125,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1363958,WESTERN CAPITAL RESOURCES,80.44,15.756,NA,NA,9.946,0,-0.619,Retail Trade
1113148,INFINITY PHARMACEUTICALS INC,60.215,7.756,NA,NA,0.028,0,0,Manufacturing
1325670,SOUTHERN NATIONAL BANCORP VA,2701.295,2353.005,NA,NA,32.352,NA,9.614,"Finance, Insurance, And Real Estate"
1370450,WILLDAN GROUP INC,301.836,157.547,NA,NA,7.998,0,2.131,Services
1270436,COHEN & COMPANY INC,5654.452,5612.014,-4.082,-0.746,1.133,0.026,-0.841,"Finance, Insurance, And Real Estate"
1361538,PRIMORIS SERVICES CORP,1594.147,987.164,111.002,2.356,375.884,0.674,25.765,Construction
7431,ARMSTRONG WORLD INDUSTRIES,1873.5,1612.3,234,8.7,501,2.1,53.1,Manufacturing
1368458,SALLY BEAUTY HOLDINGS INC,2097.414,2365.97,300.427,28,308.357,11.039,70.38,Retail Trade
1111928,IPG PHOTONICS CORP,2574.45,368.215,146.855,387.54,543.068,125.431,130.226,Manufacturing
1369568,CATALYST PHARMACEUTICALS INC,60.45,9.666,NA,NA,0.245,0,0,Manufacturing
1368148,ATHERSYS INC,61.73,18.614,NA,NA,3.002,0,0,Manufacturing
1367644,EMERGENT BIOSOLUTIONS INC,2229.4,1218.5,71,10.5,510.2,6,18.8,Manufacturing
1282631,NETLIST INC,24.865,30.537,-16.568,-0.554,0.279,0,-0.002,Manufacturing
1304161,PHARMA-BIO SERV INC,25.378,5.114,NA,NA,0.298,NA,2.786,Services
1624826,MPM HOLDINGS INC,2830,2234,-89,200,1148,43,44,Manufacturing
1316517,KANDI TECHNOLOGIES GROUP,428.829,203.206,-1.909,3.985,82.046,0,7.771,Manufacturing
1341141,CATCHMARK TIMBER TRUST,804.772,483.116,NA,NA,NA,0,0,"Finance, Insurance, And Real Estate"
1374535,ALTRA INDUSTRIAL MOTION CORP,4337.243,2489.047,-7.499,59.247,364.433,17.53,16.407,Manufacturing
809248,CARROLS RESTAURANT GROUP INC,600.251,414.711,NA,NA,289.817,0,-0.157,Retail Trade
1372807,PORTMAN RIDGE FINANCE CORP,285.465,127.444,NA,NA,0,0,0,"Finance, Insurance, And Real Estate"
1368265,CLEAN ENERGY FUELS CORP,699.082,174.073,-9.153,0.311,350.568,0,0.341,Retail Trade
1635261,MSB FINANCIAL CORP,584.5,517.854,NA,NA,8.18,NA,1.811,"Finance, Insurance, And Real Estate"
1483195,ORITANI FINANCIAL CORP,4167.039,3607.693,NA,NA,13.455,NA,31.116,"Finance, Insurance, And Real Estate"
1368622,AEROVIRONMENT INC,508.844,46.269,NA,NA,16.905,NA,4.641,Manufacturing
1356104,MELLANOX TECHNOLOGIES LTD,1587.198,285.55,NA,NA,105.334,NA,-22.047,Manufacturing
1377789,AVIAT NETWORKS INC,156.061,98.545,7.718,-6.452,17.179,2.043,-1.036,Manufacturing
1379041,EMPLOYERS HOLDINGS INC,3919.2,2901,NA,NA,18.2,0,28.2,"Finance, Insurance, And Real Estate"
1378950,US AUTO PARTS NETWORK INC,97.965,59.143,-5.696,0.479,15.184,0.112,-0.328,Retail Trade
1363829,ENSTAR GROUP LTD,16556.27,12183.738,-232.743,14.347,NA,-3.632,-6.124,"Finance, Insurance, And Real Estate"
1360214,HARROW HEALTH INC,49.451,24.7,NA,NA,6.375,NA,0,Manufacturing
1138723,ACCURAY INC,378.727,330.095,-30.747,7.726,23.698,0.785,0.878,Manufacturing
1355250,INNOVATION PHARMACEUTICALS I,6.541,8.692,NA,NA,0.002,0,0,Manufacturing
1381197,INTERACTIVE BROKERS GROUP,60547,53391,1029,167,20,32,71,"Finance, Insurance, And Real Estate"
1382230,ESSA BANCORP INC,1833.79,1654.604,NA,NA,14.601,NA,5.664,"Finance, Insurance, And Real Estate"
1102392,ROYAL ENERGY RESOURCES INC,255.959,133.982,NA,NA,180.114,0,-5.37,Mining
1381531,DOMTAR CORP,4925,2387,216,126,2605,12,57,Manufacturing
1366246,GLU MOBILE INC,314.433,137.12,-12.396,-0.254,13.888,0.5,0.549,Services
1349436,SANDRIDGE ENERGY INC,1024.338,176.617,NA,NA,949.949,0,-0.071,Mining
1383650,CHENIERE ENERGY PARTNERS LP,17974,17174,NA,NA,15390,0,0,Wholesale Trade
1383312,BROADRIDGE FINANCIAL SOLUTNS,3304.7,2210.4,450,111,204.1,43.4,133.1,Services
1385613,GREENLIGHT CAPITAL RE LTD,1435.445,955.981,NA,NA,NA,NA,0.332,"Finance, Insurance, And Real Estate"
1393818,BLACKSTONE GROUP LP,28924.65,15170.564,3308.202,204.739,120.372,42.128,249.39,"Finance, Insurance, And Real Estate"
1388430,CAI INTERNATIONAL INC,3012.617,2311.485,-5.391,86.874,2266.224,0.282,2.887,Services
1293282,TECHTARGET INC,176.463,43.878,11.917,2.926,10.901,-0.055,1.888,Services
1383414,PENNANTPARK INVESTMENT CORP,1160.119,531.217,NA,NA,0,0,0,"Finance, Insurance, And Real Estate"
1145197,INSULET CORP,928.744,716.645,-2.974,8.2,258.379,2.094,1.934,Manufacturing
1385157,TE CONNECTIVITY LTD,20386,9555,-245,2485,3497,406,-344,Manufacturing
1232524,JAZZ PHARMACEUTICALS PLC,5203.491,2446.069,170.666,358.797,200.358,NA,80.162,Manufacturing
1393612,DISCOVER FINANCIAL SVCS,109553,98423,NA,NA,936,0,855,"Finance, Insurance, And Real Estate"
1031093,SILVER BULL RESOURCES INC,10.73,1.128,-2.228,-1.288,5.221,NA,0.004,Mining
1411579,AMC ENTERTAINMENT HOLDINGS,9495.8,8097.8,154.4,-30.7,3039.6,5,13.6,Services
1393726,TIPTREE INC,1864.918,1465.659,NA,NA,56.247,0.754,-5.909,"Finance, Insurance, And Real Estate"
1392972,PROS HOLDINGS INC,436.967,382.068,NA,NA,14.676,NA,0.2,Services
894158,SYNTHETIC BIOLOGICS INC,30.141,3.686,NA,NA,0.607,0,0,Manufacturing
1326003,BLACKROCK CAPITAL INVT CORP,693.632,206.612,NA,NA,0,0,0,"Finance, Insurance, And Real Estate"
1391933,QUAINT OAK BANCORP INC,271.404,247.568,NA,NA,2.058,NA,0.667,"Finance, Insurance, And Real Estate"
1207074,VIRTUSA CORP,1132.473,610.962,9.454,28.71,119.865,21.124,20.473,Services
937556,MASIMO CORP,1154.818,185.753,173.848,39.928,165.972,5.014,20.233,Manufacturing
1358071,CONCHO RESOURCES INC,26294,7526,NA,NA,22313,0,603,Mining
1390844,WABCO HOLDINGS INC,3738.6,2473.4,36.2,427.5,553.6,65.5,49.3,Manufacturing
1392091,BLUEKNIGHT ENERGY PRTNRS LP,323.304,330.2,NA,NA,248.261,0,0.198,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1411207,ALLISON TRANSMISSION HLDGS,4237,3578,755,50,466,9,166,Manufacturing
1296205,ZAGG INC,378.011,219.52,44.236,5.293,16.118,0.617,10.34,Manufacturing
1398659,GENPACT LTD,3529.445,2125.263,NA,NA,212.715,74.709,80.763,Services
1464790,B. RILEY FINANCIAL INC,1957.71,1694.417,19.293,2.01,15.523,-0.352,4.903,Services
1099590,MERCADOLIBRE INC,2239.519,1902.819,107.913,-173.365,165.614,64.028,-28.867,Services
1124610,VMWARE INC -CL A,14662,14111,1650,1233,1133,136,461,Services
87050,NEONODE INC,13.242,3.446,-1.583,-2.348,2.484,0.011,0.013,Manufacturing
816761,TERADATA CORP,2360,1865,-79,106,295,19,-3,Services
1353970,CHINA XD PLASTICS CO LTD,2753.519,1907.026,84.864,-8.838,775.941,0.993,7.713,Manufacturing
1412100,MAIDEN HOLDINGS LTD,5287.46,4732.544,-424.667,-25.184,NA,0.501,0.441,"Finance, Insurance, And Real Estate"
1368365,REMARK HOLDINGS INC,93.808,106.932,-10.465,-11.76,10.57,-0.14,-0.667,Services
1408198,MSCI INC,3387.952,3554.446,399,230.896,90.877,39.795,122.011,"Finance, Insurance, And Real Estate"
1397911,LPL FINANCIAL HOLDINGS INC,5477.468,4503.395,NA,NA,461.418,0,153.178,"Finance, Insurance, And Real Estate"
1407623,RETAIL OPPORTUNITY INVTS CP,3003.071,1694.643,NA,NA,NA,0,0,"Finance, Insurance, And Real Estate"
1404624,AFFINION GROUP HOLDINGS INC,682,1939.4,-179.4,7.9,91.9,5.3,-27,Services
1401564,FIRST FINANCIAL NORTHWEST,1252.424,1098.686,NA,NA,21.331,NA,3.693,"Finance, Insurance, And Real Estate"
1606180,AAC HOLDINGS INC,452.277,410.004,NA,NA,166.921,0,-3.004,Services
1403568,ULTA BEAUTY INC,3191.172,1370.954,NA,NA,1226.029,0,200.582,Retail Trade
1201792,AMERICAN PUBLIC EDUCATION,370.958,49.692,NA,NA,86.881,0,9.287,Services
1405073,APPROACH RESOURCES INC,1084.647,495.402,NA,NA,1068.422,0,-4.347,Mining
1125376,ENSIGN GROUP INC,1181.958,579.618,NA,NA,618.874,0,22.841,Services
1396033,LUMBER LIQUIDATORS HLDGS INC,475.517,328.119,-52.473,-0.927,93.689,0.132,0.979,Retail Trade
1403256,OCH-ZIFF CAPITAL MGMT LLC,1447.391,879.186,NA,NA,43.25,2.735,12.5,"Finance, Insurance, And Real Estate"
1403853,NUVERRA ENVIRONMENTAL SOLUTN,295.936,99.509,NA,NA,215.64,0,0.207,Mining
1410172,RUBICON TECHNOLOGY INC,35.794,1.194,1.017,-0.03,2.728,0.024,0.024,Manufacturing
1409171,TITAN MACHINERY INC,792.438,457.127,10.994,5.16,138.95,1.76,3.972,Retail Trade
1157408,K12 INC,741.963,154.774,NA,NA,28.868,1.444,-0.91,Services
1409375,ORION ENERGY SYSTEMS INC,56.021,38.051,NA,NA,12.01,0,0.014,Manufacturing
1406587,FORESTAR GROUP INC,893.146,218.568,NA,NA,4.352,0,-25.372,"Finance, Insurance, And Real Estate"
1415301,DEL FRISCOS RESTURNT GRP INC,726.032,512.45,NA,NA,287.803,0,-5.653,Retail Trade
1548240,YEW BIO-PHARM GROUP INC,49.692,8.605,NA,NA,0.519,0,1.493,Manufacturing
1413891,SPECTRUM GLOBAL SOLUTION INC,12.93,17.532,NA,NA,0.061,0.185,0.248,Services
1427437,ENTERGY TEXAS INC,4400.02,2977.618,NA,NA,3414.608,NA,-26.243,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1120370,BROADWIND ENERGY INC,99.165,55.803,NA,NA,49.087,0,-0.205,Manufacturing
1413898,A. H. BELO CORP,142.348,71.762,NA,NA,26.261,0,-0.565,Manufacturing
1425565,REAL GOODS SOLAR INC,16.26,5.478,NA,NA,0.778,0,0,Manufacturing
1410636,AMERICAN WATER WORKS CO INC,19901,14037,NA,NA,16087,NA,222,"Transportation, Communications, Electric, Gas, And Sanitary Services"
1574774,BIOTELEMETRY INC,586.801,276.316,NA,NA,48.377,1.897,-0.37,Services
1403161,VISA INC,69225,35219,8088,4718,2472,754,2505,"Finance, Insurance, And Real Estate"
1420800,COLFAX CORP,6603.872,3126.926,-25.61,208.412,503.344,71.659,-0.021,Manufacturing
1408710,FABRINET,1088.018,347.079,NA,NA,219.64,5.457,3.862,Manufacturing
744218,CELLDEX THERAPEUTICS INC,155.809,31.749,-148.949,-3,6.111,-0.913,-0.765,Manufacturing
1413329,PHILIP MORRIS INTERNATIONAL,39801,50540,NA,NA,7201,2425,2445,Manufacturing
1420302,LOGMEIN INC,3935.953,961.265,52.152,28.644,98.238,9.159,6.425,Services
1340652,CHEMOCENTRYX INC,183.31,168.572,NA,NA,1.536,0,0,Manufacturing
1516479,INSYS THERAPEUTICS INC,192.527,235.627,-126.407,0,52.086,0,-1.9,Manufacturing
1421517,ENERGY RECOVERY INC,179.841,66.463,NA,NA,26.808,0.025,-10.653,Manufacturing
1404912,KKR & CO INC,50743.375,25360.766,NA,NA,676.462,41.716,-194.098,"Finance, Insurance, And Real Estate"
